word_pair	sense_relation	dataset_sim	conceptnet_sim	glove_sim	ernie_sim
eagle feather	part_of	0.88	0.399794052	0.454788871	0.358389918
escalator metro	part_of	0.52	0.407292929	0.346118984	0.217984313
escalator station	part_of	0.36	0.22070846	0.277709018	0.178199468
eye face	part_of	0.9	0.349154338	0.621374927	0.360664667
eye iris	part_of	0.76	0.370890717	0.452838324	0.346424533
face guy	part_of	0.46	0.101138961	0.459807749	0.21022974
face lip	part_of	0.84	0.328277422	0.522340504	0.286861911
feather flamingo	part_of	0.7	0.296316988	0.468264199	0.179048738
feather goose	part_of	0.9	0.404412716	0.524499303	0.322392802
feather gull	part_of	0.66	0.313785368	0.330529507	0.206686282
feather hawk	part_of	0.82	0.419438464	0.436084151	0.250820236
feather hummingbird	part_of	0.74	0.36495775	0.393102904	0.352541673
feather mallard	part_of	0.74	0.216498898	0.375620451	0.170546079
feather owl	part_of	0.74	0.374756923	0.479141363	0.334248038
feather peacock	part_of	0.86	0.454913042	0.679257439	0.320453082
feather pelican	part_of	0.66	0.297463438	0.358929683	0.24581052
feather stork	part_of	0.8	0.244773013	0.384331211	0.155978652
feather wing	part_of	0.68	0.43105131	0.391553438	0.30572501
feline paw	part_of	0.7	0.424882297	0.464854391	0.258732224
feline whisker	part_of	0.7	0.312559957	0.276723325	0.274692555
flag stripe	part_of	0.56	0.312193469	0.350332204	0.268178639
floor kitchen	part_of	0.54	0.313575861	0.607793454	0.282882601
floor patio	part_of	0.68	0.379787378	0.556059496	0.356587284
floor porch	part_of	0.62	0.354812963	0.574456157	0.289997203
floor room	part_of	0.68	0.513686102	0.723849668	0.432396565
floor skyscraper	part_of	0.5	0.260674127	0.288434548	0.226845626
flower petal	part_of	0.92	0.682902155	0.648118308	0.283208558
flower plant	part_of	0.88	0.436351051	0.542251888	0.401475817
fly wing	part_of	0.72	0.397082689	0.432793514	0.311458182
foliage fruit	part_of	0.6	0.279143564	0.453822568	0.335303109
foliage orchid	part_of	0.6	0.299310703	0.517286251	0.309945404
foliage petal	part_of	0.82	0.274183983	0.440678593	0.132464525
foliage rose	part_of	0.66	0.179612865	0.364863738	0.178614354
foliage tulip	part_of	0.64	0.263809298	0.449003401	0.169273967
foliage twig	part_of	0.64	0.379419595	0.507948427	0.269254963
foot leg	part_of	0.82	0.585802885	0.638462474	0.340464338
foot toe	part_of	0.84	0.691601484	0.653035205	0.389108117
fruit peel	part_of	0.68	0.319855754	0.481364892	0.254981489
game match	part_of	0.66	0.399809725	0.45694042	0.439152145
garden lawn	part_of	0.66	0.664489681	0.722686708	0.417770155
gate hotel	part_of	0.4	0.164328705	0.280899221	0.201372197
guy haircut	part_of	0.64	0.092276599	0.35651207	0.22939094
hand palm	part_of	0.88	0.460184048	0.481609546	0.394103757
hat outfit	part_of	0.62	0.382954817	0.476607158	0.277895957
hill scenery	part_of	0.72	0.143135976	0.414173442	0.227617813
house staircase	part_of	0.6	0.263562995	0.42090644	0.268193136
interior skyscraper	part_of	0.38	0.061289068	0.215739647	0.187775428
interior tower	part_of	0.34	0.021071363	0.329735261	0.166902363
jean outfit	part_of	0.68	0.249326255	0.321791199	0.220157393
kitten paw	part_of	0.78	0.44828679	0.582112998	0.314733455
lake scenery	part_of	0.56	0.17306741	0.487502471	0.197576431
lake shore	part_of	0.78	0.445015909	0.631635851	0.367507196
leaf nature	part_of	0.86	0.11602507	0.27935893	0.163776967
lighthouse wall	part_of	0.54	0.129159593	0.319716095	0.23764131
lily petal	part_of	0.72	0.39032615	0.572619721	0.231707344
line railway	part_of	0.68	0.294531045	0.304069454	0.331617929
man muscle	part_of	0.64	0.081292613	0.284407444	0.18174505
meat potato	part_of	0.74	0.400826758	0.612037374	0.314684872
meat soup	part_of	0.58	0.409957747	0.641356948	0.410634198
metro rail	part_of	0.66	0.495055679	0.464744353	0.348764827
metro railway	part_of	0.74	0.478482357	0.44413809	0.327901646
metro station	part_of	0.74	0.476718182	0.536814729	0.234475831
military soldier	part_of	0.8	0.67810838	0.641176775	0.493304082
model toe	part_of	0.42	0.005261872	0.176722792	0.117862421
mountain scenery	part_of	0.74	0.286910616	0.601498048	0.227760483
mushroom tomato	part_of	0.74	0.418379577	0.664178042	0.378337882
nest twig	part_of	0.8	0.25895071	0.434009638	0.250940542
oak petal	part_of	0.34	0.080725765	0.260927315	0.173536429
oak twig	part_of	0.72	0.339759325	0.428856384	0.252529844
ocean underwater	part_of	0.78	0.526532941	0.580912145	0.361691394
orange peel	part_of	0.86	0.341551774	0.508487692	0.320744284
outfit skirt	part_of	0.7	0.508060707	0.580288806	0.340936482
outfit sock	part_of	0.78	0.228770209	0.336058327	0.243123356
palm twig	part_of	0.48	0.170979805	0.310514187	0.202091411
parrot wing	part_of	0.76	0.240014372	0.288992188	0.254060857
paw pet	part_of	0.74	0.499732495	0.484367751	0.324383833
pelican toe	part_of	0.36	-0.048967412	0.063264204	0.165027025
petal plant	part_of	0.82	0.258733526	0.287249156	0.271422401
petal rose	part_of	0.84	0.477805589	0.459306925	0.244252043
petal tulip	part_of	0.82	0.410754757	0.516847867	0.323107843
plant twig	part_of	0.74	0.184744643	0.284368804	0.268056893
porch roof	part_of	0.82	0.492079129	0.652557166	0.37415492
potato salad	part_of	0.68	0.54773444	0.755831486	0.295131852
rail railway	part_of	0.86	0.819810366	0.70973918	0.538293345
rail station	part_of	0.68	0.36107752	0.487490684	0.333459579
restaurant room	part_of	0.58	0.265992414	0.460994958	0.31369878
rice sushi	part_of	0.78	0.340591791	0.494695606	0.289450839
river waterfall	part_of	0.74	0.497248395	0.578563011	0.416721175
road sidewalk	part_of	0.82	0.503779652	0.480343195	0.427315748
scenery valley	part_of	0.66	0.185391152	0.472038415	0.237254488
shoe toe	part_of	0.74	0.557613529	0.653077133	0.359862889
sidewalk street	part_of	0.56	0.652376276	0.65876205	0.514230131
skyline skyscraper	part_of	0.72	0.48402745	0.58577975	0.432470641
skyline tower	part_of	0.62	0.388335513	0.503514676	0.297780472
stream waterfall	part_of	0.78	0.425181338	0.379226592	0.298477492
street town	part_of	0.64	0.283200671	0.539898774	0.381702442
tree twig	part_of	0.82	0.585247723	0.584468545	0.3148499
alley punk	share_context	0.32	0.062602525	0.257593956	0.223335897
amphibian dragonfly	share_context	0.48	0.324755776	0.439805742	0.32105594
amphibian pelican	share_context	0.5	0.213091346	0.359989519	0.32850077
automobile police	share_context	0.44	0.115580892	0.274479091	0.28135202
autumn bud	share_context	0.4	0.133555618	0.319418904	0.206685015
autumn daffodil	share_context	0.36	0.305913193	0.42351157	0.153263163
autumn foliage	share_context	0.74	0.441110556	0.56866465	0.340522176
autumn shade	share_context	0.46	0.188438927	0.428381639	0.24549677
bacon dessert	share_context	0.58	0.297509528	0.503814803	0.24282538
band track	share_context	0.44	0.227345295	0.444639352	0.285817719
band vinyl	share_context	0.36	0.313819802	0.347774673	0.258410894
bath bedroom	share_context	0.54	0.453984721	0.68004701	0.298224566
bath kitchen	share_context	0.54	0.403119308	0.577721022	0.312028514
bathroom bed	share_context	0.52	0.396408973	0.63560202	0.321730427
bear daughter	share_context	0.56	0.008233933	0.265275317	0.185553892
bear mother	share_context	0.72	0.103477373	0.364731815	0.225773861
bear son	share_context	0.64	0.017026064	0.295118595	0.200611576
bed breakfast	share_context	0.68	0.388712114	0.5188191	0.271819146
bedroom breakfast	share_context	0.42	0.22226768	0.3952237	0.330187903
bench game	share_context	0.48	0.198499665	0.281701536	0.186460862
bikini lake	share_context	0.64	0.140217311	0.218584607	0.225015346
blonde curl	share_context	0.54	0.308517501	0.272148147	0.284194818
blonde cute	share_context	0.48	0.10248378	0.529684853	0.336791926
bloom petal	share_context	0.8	0.519585007	0.523689667	0.129552878
bloom pink	share_context	0.56	0.323972993	0.428272474	0.286583065
bloom purple	share_context	0.48	0.284399568	0.481826178	0.333128181
bloom twig	share_context	0.6	0.250473577	0.412577985	0.220611815
bloom violet	share_context	0.66	0.345200032	0.487851361	0.241232288
blue bright	share_context	0.5	0.418693118	0.687687307	0.359837363
blur eye	share_context	0.5	0.225057417	0.416522331	0.181983844
blur lens	share_context	0.6	0.287520661	0.420841525	0.23912142
boy live	share_context	0.56	-0.048901193	0.298295311	0.19801127
boy school	share_context	0.62	0.284073608	0.480663139	0.336639121
bracelet necklace	share_context	0.84	0.831963451	0.888701999	0.583599414
breakfast sit	share_context	0.44	0.092876055	0.410873674	0.215905738
breakfast sleep	share_context	0.48	0.264405668	0.424258764	0.356900041
bride dress	share_context	0.76	0.338240662	0.624275663	0.357929599
bride photographer	share_context	0.62	0.229262318	0.391918507	0.309995661
bride wedding	share_context	0.9	0.776297329	0.740810382	0.525817846
bridge ford	share_context	0.48	0.091610076	0.28574197	0.322141415
bright grey	share_context	0.32	0.22390601	0.517734043	0.326585917
building construction	share_context	0.8	0.618370786	0.676315547	0.487506811
building demolition	share_context	0.66	0.436402405	0.514905821	0.322159614
cafe dinner	share_context	0.66	0.378755747	0.512029648	0.343854039
cafe donut	share_context	0.6	0.333202254	0.377231052	0.192673382
cafe lunch	share_context	0.8	0.458429245	0.572574321	0.372295002
cake chocolate	share_context	0.84	0.620015817	0.752595243	0.413257081
cake christmas	share_context	0.48	0.281661729	0.507356852	0.291256413
camera painting	share_context	0.44	0.081134225	0.237964862	0.284106283
card party	share_context	0.46	0.111034307	0.313123602	0.248174111
carrot sunflower	share_context	0.5	0.273656702	0.589322632	0.282077517
cherry peel	share_context	0.32	0.273811349	0.443742801	0.203839916
chicken mammal	share_context	0.5	0.123593434	0.19435362	0.283375659
cliff fence	share_context	0.42	0.218001186	0.380929713	0.298629348
clothes haircut	share_context	0.44	0.274590818	0.42790299	0.407599711
cloud sunlight	share_context	0.6	0.227423371	0.380381466	0.219459845
club match	share_context	0.38	0.176412459	0.375657784	0.278113845
coast sink	share_context	0.36	0.087612052	0.234298806	0.233110352
cold puddle	share_context	0.5	0.136521864	0.375608916	0.202861393
cold rain	share_context	0.62	0.322546678	0.603391686	0.298951027
cold summer	share_context	0.38	0.295164105	0.512171216	0.282087044
cold sun	share_context	0.4	0.193590283	0.536763281	0.28390016
cold sunny	share_context	0.58	0.334267588	0.539033542	0.322301655
cold sunshine	share_context	0.36	0.229553249	0.520604572	0.289231562
cold water	share_context	0.6	0.254877986	0.576541733	0.29435647
cold wet	share_context	0.62	0.429814067	0.579930496	0.322534739
collage paint	share_context	0.56	0.355235789	0.438145074	0.214575922
colorful frame	share_context	0.42	0.121367567	0.284470478	0.193781539
concrete interior	share_context	0.4	0.039639833	0.401333079	0.230890183
construction downtown	share_context	0.52	0.165911742	0.358354478	0.232138505
construction skyscraper	share_context	0.64	0.352785829	0.343298962	0.302262906
cooking frozen	share_context	0.52	0.100984429	0.371398643	0.268155435
couple live	share_context	0.5	0.058756817	0.380982495	0.164269213
daffodil spring	share_context	0.72	0.335673757	0.346160936	0.243374894
dance dancer	share_context	0.98	0.745302057	0.721759076	0.572844805
dawn misty	share_context	0.62	0.377109043	0.571478493	0.307893488
dawn spring	share_context	0.54	0.190952476	0.355289752	0.334916189
dawn sunny	share_context	0.66	0.280286158	0.442532261	0.305643414
dawn sunshine	share_context	0.6	0.34337937	0.570310027	0.32094849
day evening	share_context	0.62	0.604922797	0.664166836	0.512831324
day misty	share_context	0.72	0.163955127	0.222565338	0.158779238
day sunny	share_context	0.64	0.335475262	0.433127224	0.248401424
day sunshine	share_context	0.84	0.29352478	0.458999442	0.241676088
demolition skyline	share_context	0.32	0.156269306	0.253892216	0.291040978
dessert diner	share_context	0.68	0.337999051	0.461408042	0.374128531
dessert lunch	share_context	0.46	0.424460824	0.595301412	0.460650028
dinner sit	share_context	0.64	0.189288893	0.462349613	0.251787985
dirty wash	share_context	0.8	0.376010733	0.464308157	0.313794794
drip puddle	share_context	0.64	0.342573381	0.389525426	0.329535177
drip rain	share_context	0.74	0.343941436	0.360077543	0.272172793
drip wash	share_context	0.62	0.16729725	0.425173218	0.245280805
drop hang	share_context	0.48	0.297644265	0.501239006	0.301241447
drug musician	share_context	0.42	-0.011697007	0.125809858	0.269197333
dude friend	share_context	0.6	0.353828257	0.506680997	0.347856895
dude fun	share_context	0.34	0.069327501	0.41938044	0.217221584
dude hang	share_context	0.22	0.11035861	0.397342363	0.208862448
dusk misty	share_context	0.54	0.394235099	0.560027073	0.277607078
evening lunch	share_context	0.46	0.431575703	0.628954277	0.362226206
evening misty	share_context	0.46	0.197113219	0.26778224	0.171537891
evening night	share_context	0.84	0.842110433	0.810029852	0.699881851
evening sunny	share_context	0.5	0.213528803	0.467125302	0.282595851
evening sunshine	share_context	0.44	0.195914941	0.429469811	0.251199435
eye smile	share_context	0.5	0.224113423	0.555403413	0.315543204
fall love	share_context	0.46	0.225568471	0.437571834	0.197618544
family female	share_context	0.48	0.054821305	0.255377063	0.259337284
family live	share_context	0.5	0.068615537	0.376702634	0.253982314
family male	share_context	0.48	0.090257732	0.250143306	0.245353647
fashion outfit	share_context	0.78	0.393803525	0.496371539	0.305778157
feather wild	share_context	0.48	0.137844296	0.349112215	0.192852706
feel friend	share_context	0.36	0.013400273	0.439753014	0.204347254
feel idea	share_context	0.42	0.20836507	0.550733933	0.275190989
feel sleep	share_context	0.44	0.085259399	0.500823284	0.266281935
female live	share_context	0.36	-0.049928666	0.287083357	0.211931748
female makeup	share_context	0.6	-0.02591705	0.270409697	0.22857741
festival musician	share_context	0.64	0.191405295	0.352779609	0.28866754
fire sand	share_context	0.46	0.03565504	0.335514036	0.239596417
flower fruit	share_context	0.6	0.327462385	0.484445301	0.428682936
flower weather	share_context	0.54	0.079135929	0.249002244	0.213701444
fog sunny	share_context	0.56	0.288830525	0.421314845	0.258685435
foot tall	share_context	0.6	0.38230337	0.485028694	0.331266085
footprint tile	share_context	0.46	0.119703301	0.234105717	0.270411664
friend guy	share_context	0.52	0.317173568	0.594204823	0.364474308
friend lady	share_context	0.54	0.192110229	0.567084807	0.287206186
frost hot	share_context	0.36	0.203329549	0.284797939	0.211140033
frost plant	share_context	0.46	0.092770652	0.34048997	0.180124471
frost rain	share_context	0.56	0.330301008	0.548875034	0.267556279
frost shade	share_context	0.52	0.186902795	0.468928373	0.286464363
frost spring	share_context	0.48	0.131410402	0.359305292	0.262212366
frost summer	share_context	0.28	0.223981907	0.379059223	0.252137684
frost sunny	share_context	0.44	0.203711578	0.415758593	0.24330141
frost sunshine	share_context	0.38	0.186550892	0.449790449	0.335176576
frost weather	share_context	0.8	0.376883953	0.481260355	0.322895365
frost wet	share_context	0.64	0.261468212	0.418068536	0.1916136
fun sexy	share_context	0.52	0.206765312	0.46899333	0.340069625
glitter night	share_context	0.4	0.162412271	0.211381003	0.180671458
green lantern	share_context	0.36	0.252633366	0.373546046	0.295354519
grey rusty	share_context	0.44	0.197835639	0.449670142	0.279002153
guitar musician	share_context	0.84	0.590582768	0.590394174	0.474775627
guitar punk	share_context	0.56	0.282141766	0.467840031	0.320639026
guitar sing	share_context	0.68	0.337302424	0.471345649	0.303841644
guitar track	share_context	0.52	0.082439224	0.370563561	0.191723535
guitar vinyl	share_context	0.4	0.245909427	0.294027692	0.404155512
guy kid	share_context	0.46	0.392800664	0.664420729	0.517616285
happy sexy	share_context	0.56	0.061362901	0.370495305	0.264634194
harbor sink	share_context	0.48	0.180939168	0.285496272	0.265926946
harbour sink	share_context	0.5	0.142581652	0.24493726	0.2878262
jazz piano	share_context	0.7	0.493359725	0.647744	0.399077737
kiss tear	share_context	0.4	0.057785742	0.368364735	0.224675478
lake whale	share_context	0.42	0.156166181	0.361427323	0.280346714
lamb snow	share_context	0.46	-0.001163428	0.244543115	0.252497423
leave stop	share_context	0.38	0.19147276	0.567674163	0.3459966
lick lip	share_context	0.58	0.293485618	0.40900657	0.242394848
lick paw	share_context	0.58	0.408273345	0.480458325	0.322748239
light sleep	share_context	0.44	0.101490165	0.32225874	0.218187353
line street	share_context	0.48	0.171485582	0.357795801	0.270573025
line underground	share_context	0.32	0.167513752	0.277712596	0.193039532
live old	share_context	0.52	0.060174198	0.351678334	0.206049357
lunch sit	share_context	0.52	0.198132114	0.499319313	0.264822744
makeup reflection	share_context	0.48	0.099903412	0.214909655	0.262066821
makeup town	share_context	0.38	0.010907701	0.160110172	0.170029155
mammal nest	share_context	0.4	0.135035077	0.309597202	0.172159761
match play	share_context	0.6	0.296290366	0.418120945	0.282544406
match round	share_context	0.54	0.229088837	0.492580258	0.318938042
mist sunlight	share_context	0.48	0.338759574	0.51249391	0.215541454
mist sunny	share_context	0.48	0.235275956	0.351492303	0.19916156
mist sunshine	share_context	0.5	0.312016708	0.472693212	0.246551345
misty scenery	share_context	0.52	0.170023524	0.45149169	0.182077221
misty snow	share_context	0.42	0.26652306	0.473382793	0.293556022
misty sunny	share_context	0.42	0.380713023	0.538126408	0.267757026
misty sunrise	share_context	0.6	0.327391412	0.540317735	0.222401639
misty sunset	share_context	0.44	0.296072556	0.508233442	0.218385933
misty sunshine	share_context	0.54	0.326232727	0.547043601	0.238164098
misty weather	share_context	0.74	0.24852893	0.318883209	0.196790827
morning sunny	share_context	0.8	0.342025454	0.490208332	0.322614067
morning sunshine	share_context	0.8	0.31059697	0.480182958	0.275887692
morning weather	share_context	0.48	0.220904524	0.47187003	0.278949719
music sing	share_context	0.84	0.432398823	0.547128141	0.346901384
music track	share_context	0.7	0.215538915	0.538943856	0.262458027
night sunny	share_context	0.38	0.129724731	0.422847825	0.273321545
night sunshine	share_context	0.3	0.147813677	0.438488766	0.258502199
petal shade	share_context	0.38	0.199013051	0.390004772	0.157749606
punk rock	share_context	0.6	0.468229164	0.709422517	0.437131837
rock track	share_context	0.46	0.1089075	0.429895934	0.221200941
run train	share_context	0.42	0.13163644	0.397467056	0.256507917
sailing sink	share_context	0.54	0.182990939	0.215576498	0.268750555
scenery sunny	share_context	0.56	0.189976364	0.46686906	0.217793236
scenery sunshine	share_context	0.56	0.191859155	0.450930857	0.299058776
sea sink	share_context	0.52	0.232163281	0.345024808	0.29512389
shop show	share_context	0.46	0.051273429	0.282143342	0.249646389
shore waterfall	share_context	0.42	0.141818059	0.386150196	0.201808199
sit sleep	share_context	0.38	0.226112286	0.504912587	0.31731277
sketch texture	share_context	0.48	0.193842861	0.313275573	0.252853213
sky sunrise	share_context	0.84	0.416775588	0.667376742	0.356105681
skyline tall	share_context	0.54	0.150225883	0.268891641	0.217826011
smoke sun	share_context	0.5	0.117430784	0.390165036	0.246277278
snow sunshine	share_context	0.48	0.246449248	0.529035236	0.324110231
snow winter	share_context	0.88	0.57266735	0.756599861	0.459688798
splash wash	share_context	0.7	0.289627504	0.439640962	0.278743688
splash water	share_context	0.76	0.37948188	0.470775579	0.316586014
spring sunshine	share_context	0.68	0.250700821	0.414723569	0.214474304
star storm	share_context	0.36	0.031621479	0.195414006	0.248920461
stop time	share_context	0.6	0.207785921	0.549381471	0.264025834
summer weather	share_context	0.8	0.283412297	0.559911143	0.269153117
sunny sunset	share_context	0.8	0.40292927	0.566254063	0.312002586
sunny wet	share_context	0.44	0.290806391	0.450493417	0.277988442
sunny winter	share_context	0.42	0.282544025	0.583048133	0.326251047
sunshine weather	share_context	0.74	0.372818815	0.529773275	0.359648431
sunshine wet	share_context	0.32	0.193932065	0.409803939	0.275733143
sunshine winter	share_context	0.32	0.258126575	0.547229952	0.278992213
sweet vine	share_context	0.42	0.138182673	0.365512847	0.256211599
track vinyl	share_context	0.5	0.226287313	0.347233462	0.278692496
weather winter	share_context	0.72	0.486089703	0.687236946	0.366265078
wet winter	share_context	0.58	0.230383002	0.427688588	0.2598643
aircraft airplane	synonym	0.92	0.884283699	0.799525435	0.591168666
airplane plane	synonym	0.84	0.861169153	0.798354577	0.617084404
alley street	synonym	0.74	0.681812713	0.640505301	0.434068608
architecture construction	synonym	0.78	0.387108073	0.429339221	0.410520204
architecture design	synonym	0.78	0.553156029	0.60049382	0.484563001
art craft	synonym	0.68	0.432917429	0.526549304	0.329967914
art graphic	synonym	0.78	0.335516074	0.568707515	0.265863935
art work	synonym	0.7	0.204625663	0.477616417	0.283916947
automobile car	synonym	1	0.882442407	0.754103702	0.561410691
automobile vehicle	synonym	0.9	0.752385858	0.749442512	0.546519065
bar pub	synonym	0.88	0.72702856	0.579693762	0.331236424
bicycle bike	synonym	0.9	0.961110555	0.879188501	0.696894662
black dark	synonym	0.94	0.538183652	0.656549057	0.523642742
black grey	synonym	0.82	0.58750001	0.725251126	0.505088844
bloom blossom	synonym	0.86	0.834797204	0.736682338	0.54448245
bloom bud	synonym	0.8	0.467152823	0.552211938	0.313715966
blossom bud	synonym	0.92	0.518883133	0.561194319	0.338638391
branch twig	synonym	0.9	0.578289171	0.358622495	0.271893268
bright sunny	synonym	0.88	0.512915296	0.581291752	0.410517222
bunny rabbit	synonym	0.92	0.836607981	0.740183924	0.49807422
canine dog	synonym	0.88	0.829884722	0.735450625	0.481483779
cat feline	synonym	0.96	0.856905021	0.698359462	0.359330683
cat kitten	synonym	0.98	0.849151893	0.821539184	0.427373934
cat kitty	synonym	0.92	0.823018206	0.788480458	0.446389044
cathedral church	synonym	0.94	0.716058919	0.635520448	0.551515359
cemetery graveyard	synonym	0.94	0.920698731	0.677906987	0.606019508
chapel church	synonym	0.9	0.772770128	0.715701429	0.534488135
child kid	synonym	0.92	0.748868057	0.666867749	0.646696623
city metro	synonym	0.8	0.474837118	0.548414533	0.383371201
city town	synonym	0.78	0.684988916	0.77145325	0.654187813
city urban	synonym	0.76	0.524157611	0.619560709	0.475363706
clothes dress	synonym	0.9	0.687379106	0.706701855	0.549206379
clothes outfit	synonym	0.88	0.626701774	0.57219821	0.436085224
coast shore	synonym	0.8	0.786907127	0.732751522	0.500210661
color shade	synonym	0.56	0.470068376	0.585961159	0.367494402
costume dress	synonym	0.74	0.719980707	0.668196485	0.494569715
costume outfit	synonym	0.72	0.672992508	0.622316939	0.453886298
dawn sunrise	synonym	0.86	0.739315894	0.701577894	0.514731342
dirt dirty	synonym	0.9	0.534128509	0.536986321	0.450939648
dude guy	synonym	0.74	0.740694108	0.837041947	0.657007109
feline kitty	synonym	0.88	0.713171355	0.573109538	0.24086369
fire flame	synonym	0.86	0.74532659	0.644632514	0.454351776
fog mist	synonym	0.74	0.858988588	0.667416632	0.427014533
fog misty	synonym	0.82	0.611922949	0.572022079	0.334311182
foliage plant	synonym	0.76	0.357642177	0.491749324	0.353891439
frost snow	synonym	0.92	0.561839009	0.605502162	0.415666397
graphic illustration	synonym	0.74	0.623033491	0.672091555	0.389936078
grave gravestone	synonym	0.88	0.692024786	0.556242058	0.594486002
handwriting write	synonym	0.88	0.431281714	0.343223598	0.385507971
harbor harbour	synonym	0.8	0.865615183	0.826755875	0.768636404
harbor port	synonym	0.84	0.651866928	0.449005419	0.425693004
harbour port	synonym	0.9	0.723555229	0.489528813	0.441317576
hill mountain	synonym	0.86	0.648607228	0.689203926	0.515611547
holiday vacation	synonym	0.84	0.74413734	0.73523774	0.589867701
kitten kitty	synonym	0.9	0.846515653	0.78636523	0.478665701
landscape scenery	synonym	0.76	0.720116444	0.6551416	0.455972893
light lighting	synonym	0.92	0.727961781	0.666226075	0.555061797
metro subway	synonym	0.68	0.857406511	0.606094584	0.472607694
metro underground	synonym	0.66	0.546553575	0.438630114	0.30913333
mill windmill	synonym	0.74	0.409329459	0.456565923	0.3492881
mist misty	synonym	0.92	0.650182986	0.655166058	0.361044533
motorcycle scooter	synonym	0.9	0.749766815	0.687696407	0.238207417
movie television	synonym	0.72	0.272708347	0.465049892	0.343598194
ocean sea	synonym	0.92	0.869225138	0.823525042	0.610385715
panorama view	synonym	0.82	0.641425317	0.504824189	0.34424218
peel skin	synonym	0.68	0.529693197	0.563971204	0.312729755
photo picture	synonym	0.92	0.771089311	0.800537025	0.553903493
photographer photography	synonym	0.84	0.818251724	0.779347031	0.657871498
pregnancy pregnant	synonym	0.96	0.817802772	0.817828136	0.642586996
race racing	synonym	0.84	0.784846823	0.759380573	0.495328127
river stream	synonym	0.9	0.602731429	0.487149401	0.381766557
shop store	synonym	0.78	0.797190401	0.782281743	0.588532765
show sketch	synonym	0.5	0.262515613	0.437279756	0.240944031
skate skating	synonym	0.9	0.878526991	0.775180136	0.638333485
smoke smoking	synonym	0.9	0.790199088	0.721237179	0.655115493
sock stocking	synonym	0.82	0.63598729	0.543254153	0.21025029
stair staircase	synonym	0.98	0.878416781	0.744240382	0.644389608
sun sunlight	synonym	1	0.741334425	0.769311463	0.555599975
sun sunny	synonym	0.88	0.603365204	0.628417188	0.404207387
sun sunshine	synonym	0.94	0.723328734	0.745544364	0.460126829
sunlight sunshine	synonym	0.88	0.797161422	0.691306935	0.504022362
sunny sunshine	synonym	0.96	0.787357665	0.78853678	0.469383807
swim swimming	synonym	0.86	0.88052229	0.779559699	0.634366943
angel sculpture	type_of	0.5	0.165316681	0.300880055	0.262294115
badge metro	type_of	0.4	0.026792012	0.074375067	0.144186691
band metal	type_of	0.54	0.333238194	0.531946591	0.335620497
bar sushi	type_of	0.74	0.267641929	0.435477869	0.226551559
barn owl	type_of	0.48	0.184148539	0.354720872	0.298062196
baseball club	type_of	0.54	0.249364137	0.461000161	0.293705976
baseball shirt	type_of	0.5	0.179136538	0.365097909	0.197320374
basket dinner	type_of	0.46	0.123181351	0.332151914	0.220096383
bath room	type_of	0.7	0.353891345	0.559180814	0.284222907
beach holiday	type_of	0.7	0.251781677	0.527369874	0.338826611
belly dance	type_of	0.6	0.188582314	0.429058034	0.158064303
bike rally	type_of	0.54	0.183467407	0.338312316	0.265364879
bird nest	type_of	0.84	0.520754537	0.643629014	0.373448208
black pencil	type_of	0.44	0.160969047	0.402608755	0.23634309
canine pet	type_of	0.72	0.666524684	0.638078423	0.306929593
chain store	type_of	0.56	0.282501434	0.411269232	0.277545586
club hockey	type_of	0.6	0.231091552	0.456201217	0.277462709
club shirt	type_of	0.4	0.12744411	0.360555551	0.29935976
collage illustration	type_of	0.62	0.424611131	0.593280194	0.219063848
collage painting	type_of	0.6	0.514310911	0.596339681	0.203939376
concert jazz	type_of	0.68	0.452594178	0.541753054	0.339287657
concert piano	type_of	0.68	0.452264889	0.511191389	0.379565514
concert rock	type_of	0.74	0.284469598	0.487209941	0.251523904
concert sing	type_of	0.68	0.418229363	0.522350326	0.317334494
construction interior	type_of	0.66	0.225910992	0.501304235	0.317652357
cop dirty	type_of	0.36	0.105412565	0.388476473	0.189040402
country library	type_of	0.34	-0.006151969	0.227750724	0.196038755
couple family	type_of	0.58	0.219883441	0.458164489	0.318406737
couple old	type_of	0.4	0.157519444	0.548483938	0.153458063
cow station	type_of	0.3	0.108158009	0.148535315	0.208698647
curl haircut	type_of	0.7	0.347826061	0.353557055	0.253850939
daffodil foliage	type_of	0.68	0.264955638	0.397417343	0.168691886
daisy foliage	type_of	0.58	0.185774334	0.334054199	0.230330427
dandelion seed	type_of	0.56	0.293800999	0.389840286	0.179059903
dark grey	type_of	0.62	0.461883893	0.703104829	0.434862641
decoration interior	type_of	0.72	0.279763348	0.515811498	0.297077837
decoration tulip	type_of	0.5	0.176058711	0.31660055	0.124231127
desert road	type_of	0.4	0.165209767	0.416901533	0.292237893
desert scenery	type_of	0.66	0.239193271	0.498516338	0.190071914
dessert fruit	type_of	0.76	0.414414754	0.605513346	0.345102303
dessert orange	type_of	0.5	0.220852918	0.405283405	0.191374661
dessert raspberry	type_of	0.56	0.476100804	0.588741075	0.19445571
dessert salad	type_of	0.62	0.42477605	0.697252762	0.418655043
dessert strawberry	type_of	0.68	0.49024977	0.64749777	0.359416316
dessert wine	type_of	0.46	0.238483503	0.542253816	0.334684528
diner sushi	type_of	0.66	0.44513844	0.500676882	0.208288417
dirt racing	type_of	0.62	0.258219292	0.450311557	0.161509573
dirt road	type_of	0.7	0.278244424	0.51863381	0.267467295
